1,/wiki/Carbon_footprint,https://en.wikipedia.org/wiki/Carbon_footprint,none
2,/wiki/Carbon_footprint,https://en.wikipedia.org/wiki/Life-cycle_greenhouse-gas_emissions_of_energy_sources,Life-cycle greenhouse-gas emissions of energy sources
2,/wiki/Carbon_footprint,https://en.wikipedia.org/wiki/Chief_green_officer,Chief green officer
2,/wiki/Carbon_footprint,https://en.wikipedia.org/wiki/Greenhouse_debt,Greenhouse debt
2,/wiki/Carbon_footprint,https://en.wikipedia.org/wiki/Greenhouse_gas_emissions_accounting,Greenhouse gas emissions accounting
2,/wiki/Carbon_footprint,https://en.wikipedia.org/wiki/Green_conventions,Green conventions
2,/wiki/Carbon_footprint,https://en.wikipedia.org/wiki/Greenhouse_gas_inventory,Greenhouse gas inventory
2,/wiki/Carbon_footprint,https://en.wikipedia.org/wiki/List_of_countries_by_greenhouse_gas_emissions_per_capita,List of countries by greenhouse gas emissions per capita
2,/wiki/Carbon_footprint,https://en.wikipedia.org/wiki/Green_marketing,Green marketing
2,/wiki/Carbon_footprint,https://en.wikipedia.org/wiki/Greenhouse_effect,Greenhouse effect
2,/wiki/Carbon_footprint,https://en.wikipedia.org/wiki/Greenhouse_gas,Greenhouse gases
2,/wiki/Carbon_footprint,https://en.wikipedia.org/wiki/Green_belt,Loss of green belts
2,/wiki/Carbon_footprint,https://en.wikipedia.org/wiki/Green_Revolution,Green Revolution
3,/wiki/Life-cycle_greenhouse-gas_emissions_of_energy_sources,https://en.wikipedia.org/wiki/Greenfield_status,greenfield status
3,/wiki/Green_conventions,https://en.wikipedia.org/wiki/Green_building,green building
3,/wiki/Greenhouse_gas_inventory,https://en.wikipedia.org/wiki/Greenhouse_gas_accounting,Greenhouse gas accounting
3,/wiki/Greenhouse_gas_inventory,https://en.wikipedia.org/wiki/Greenhouse_gas_monitoring,Greenhouse gas monitoring
3,/wiki/Greenhouse_gas_inventory,https://en.wikipedia.org/wiki/Greenhouse_Gases_Observing_Satellite,Greenhouse Gases Observing Satellite
3,/wiki/List_of_countries_by_greenhouse_gas_emissions_per_capita,https://en.wikipedia.org/wiki/List_of_countries_by_greenhouse_gas_emissions,List of countries by greenhouse gas emissions
3,/wiki/Green_marketing,https://en.wikipedia.org/wiki/Greenhouse,greenhouse
3,/wiki/Green_marketing,https://en.wikipedia.org/wiki/Greenwashing,Greenwashing
3,/wiki/Green_marketing,https://en.wikipedia.org/wiki/Green_politics,Green politics
3,/wiki/Greenhouse_effect,https://en.wikipedia.org/wiki/Idealized_greenhouse_model,idealized greenhouse model
3,/wiki/Greenhouse_effect,https://en.wikipedia.org/wiki/Runaway_greenhouse_effect,runaway greenhouse effect
3,/wiki/Greenhouse_gas,https://en.wikipedia.org/wiki/IPCC_list_of_greenhouse_gases,IPCC list of greenhouse gases
3,/wiki/Greenhouse_gas,https://en.wikipedia.org/wiki/Physical_properties_of_greenhouse_gases,Physical properties of greenhouse gases
3,/wiki/Green_belt,https://en.wikipedia.org/wiki/Greenbelt|_Maryland,Greenbelt| Maryland
3,/wiki/Green_belt,https://en.wikipedia.org/wiki/Greenbelt_(Ottawa),Ottawa Greenbelt
3,/wiki/Green_belt,https://en.wikipedia.org/wiki/Green_belt_(United_Kingdom),Green belts in England
3,/wiki/Green_belt,https://en.wikipedia.org/wiki/Greenway_(landscape),greenways
3,/wiki/Green_belt,https://en.wikipedia.org/wiki/Greenbelt_(Golden_Horseshoe),Golden Horseshoe Greenbelt
3,/wiki/Green_belt,https://en.wikipedia.org/wiki/Santo_Domingo_Greenbelt,Santo Domingo Greenbelt
3,/wiki/Green_belt,https://en.wikipedia.org/wiki/European_Green_Belt,European Green Belt
3,/wiki/Green_belt,https://en.wikipedia.org/wiki/German_Green_Belt,German Green Belt
3,/wiki/Green_belt,https://en.wikipedia.org/wiki/Metropolitan_Green_Belt,Metropolitan Green Belt
3,/wiki/Green_belt,https://en.wikipedia.org/wiki/North_West_Green_Belt,North West Green Belt
3,/wiki/Green_belt,https://en.wikipedia.org/wiki/South_and_West_Yorkshire_Green_Belt,South and West Yorkshire Green Belt
3,/wiki/Green_belt,https://en.wikipedia.org/wiki/West_Midlands_Green_Belt,West Midlands Green Belt
3,/wiki/Green_belt,https://en.wikipedia.org/wiki/Greenhills|_Ohio,Greenhills| Ohio
3,/wiki/Green_belt,https://en.wikipedia.org/wiki/Greendale|_Wisconsin,Greendale| Wisconsin
3,/wiki/Green_belt,https://en.wikipedia.org/wiki/Greenbelt_Alliance,Greenbelt Alliance
3,/wiki/Green_belt,https://en.wikipedia.org/wiki/Staten_Island_Greenbelt,Staten Island Greenbelt
3,/wiki/Green_belt,https://en.wikipedia.org/wiki/Barton_Creek_Greenbelt,Barton Creek Greenbelt
3,/wiki/Green_Revolution,https://en.wikipedia.org/wiki/Green_Revolution_in_India,Green Revolution in India
3,/wiki/Green_Revolution,https://en.wikipedia.org/wiki/Greenpeace,Greenpeace
3,/wiki/Green_Revolution,https://en.wikipedia.org/wiki/Second_Green_Revolution,Second Green Revolution
4,/wiki/Greenfield_status,https://en.wikipedia.org/wiki/Greenfield_land,Greenfield land
4,/wiki/Green_building,https://en.wikipedia.org/wiki/Green_Building_(MIT),Green Building (MIT)
4,/wiki/Green_building,https://en.wikipedia.org/wiki/The_Green_Building_(Louisville|_Kentucky),The Green Building (Louisville| Kentucky)
4,/wiki/Green_building,https://en.wikipedia.org/wiki/Green_vehicle,Green vehicle
4,/wiki/Green_building,https://en.wikipedia.org/wiki/U.S._Green_Building_Council,U.S. Green Building Council
